納品日,社区分,店コード,店名(漢字),電話番号,1便コース,1便順,1便ステーション,1便アイル,1便スロット,1便ドッグNo,1便搬入条件2便コース,2便順,2便ステーション,2便アイル,2便スロット,3便コース,3便順,3便ステーション,3便アイル,3便スロット,
20231226,0,013356,Ｌ　南大井６丁目　　　　　　　　　　　　　　　　　,03-3762-8539    ,22,7,1,3,2,005,00,0145,2230,2230,0315,7660,㈱トランスメイト　　,    ,29,4,1,2,20,005,00,0825,0615,0615,1030,7660,㈱トランスメイト　　,    ,27,4,1,3,34,004,00,1610,1330,1330,1730,7660,㈱トランスメイト　　,    ,
20231226,0,014083,Ｌ＿大森北３丁目　　　　　　　　　　　　　　　　　,03-5753-2422    ,20,2,1,3,30,007,00,0000,2215,2215,0315,7660,㈱トランスメイト　　,    ,29,3,1,2,25,005,00,0805,0615,0615,1030,7660,㈱トランスメイト　　,    ,29,1,3,7,7,002,00,1425,1300,1300,1745,7660,㈱トランスメイト　　,    ,
20231226,0,014249,Ｌ　東品川３丁目　　　　　　　　　　　　　　　　　,03-5460-7633    ,7,7,2,5,14,009,00,0040,2000,2000,0100,7660,㈱トランスメイト　　,    ,4,6,2,6,39,015,00,0855,0430,0430,0945,7660,㈱トランスメイト　　,    ,11,1,1,2,43,009,00,1330,1200,1200,1615,7660,㈱トランスメイト　　,    ,
20231226,0,014522,Ｌ＿新蒲田１丁目　　　　　　　　　　　　　　　　　,03-3731-1656    ,13,1,1,1,11,003,00,2330,2200,2200,0315,7660,㈱トランスメイト　　,    ,27,6,1,3,33,007,00,0910,0615,0615,1030,7660,㈱トランスメイト　　,    ,8,2,2,5,38,012,00,1350,1145,1145,1630,7660,㈱トランスメイト　　,    ,
20231226,0,017762,Ｌ　八潮５丁目　　　　　　　　　　　　　　　　　　,03-3799-5776    ,21,8,1,3,10,006,00,0210,2230,2230,0245,7660,㈱トランスメイト　　,    ,30,7,1,2,8,004,00,0940,0615,0615,1045,7660,㈱トランスメイト　　,    ,20,6,2,4,47,012,00,1530,1215,1215,1615,7660,㈱トランスメイト　　,    ,
20231226,0,020362,ベイコート芝浦　　　　　　　　　　　　　　　　　　,03-5443-0850    ,24,10,1,1,34,003,00,0255,2230,2230,0330,7660,㈱トランスメイト　　,    ,25,10,2,4,11,010,00,0950,0530,0530,1015,7660,㈱トランスメイト　　,    ,2,8,2,6,44,018,00,1550,1145,1145,1615,7660,㈱トランスメイト　　,    ,
20231226,0,021479,Ｌ　赤坂９丁目　　　　　　　　　　　　　　　　　　,03-5411-4431    ,2,9,2,6,48,014,00,0025,2000,2000,0100,7660,㈱トランスメイト　　,    ,7,7,2,5,45,012,00,0845,0430,0430,0945,7660,㈱トランスメイト　　,    ,3,7,2,6,32,017,00,1530,1145,1145,1700,7660,㈱トランスメイト　　,    ,
20231226,0,024101,勝島１丁目　　　　　　　　　　　　　　　　　　　　,03-3768-0736    ,14,2,2,6,30,014,00,2310,2130,2130,0230,7660,㈱トランスメイト　　,    ,28,4,1,2,31,006,00,0830,0615,0615,1030,7660,㈱トランスメイト　　,    ,28,6,1,3,30,003,00,1640,1315,1315,1730,7660,㈱トランスメイト　　,    ,
20231226,0,025187,東大井５丁目　　　　　　　　　　　　　　　　　　　,03-3450-6140    ,22,2,1,3,7,005,00,0005,2230,2230,0315,7660,㈱トランスメイト　　,    ,29,6,1,2,18,005,00,0905,0615,0615,1030,7660,㈱トランスメイト　　,    ,29,7,1,3,16,002,00,1615,1300,1300,1745,7660,㈱トランスメイト　　,    ,
20231226,0,028240,Ｌ＿大田西嶺町　　　　　　　　　　　　　　　　　　,03-3757-1557    ,10,5,1,2,29,006,00,2320,2015,2015,0130,7660,㈱トランスメイト　　,    ,16,5,1,1,38,003,00,0815,0515,0515,1015,7660,㈱トランスメイト　　,    ,10,7,2,5,35,010,00,1530,1145,1145,1615,7660,㈱トランスメイト　　,    ,
